# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
DirectByteBufferAllocator.hits,1715137256116000000,1715137316115000000,0
DirectByteBufferAllocator.misses,1715137256116000000,1715137316115000000,10
FilePageCacheLockFree.housekeeperTurnsDone,1715137256116000000,1715137316115000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1715137256116000000,1715137316115000000,3790
FilePageCacheLockFree.nativeBytesInUse,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.heapBytesInUse,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1715137256116000000,1715137316115000000,0
FilePageCache.uncachedFileAccess,1715137256116000000,1715137316115000000,10
FilePageCacheLockFree.totalBytesRead,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalPagesHandedOver,1715137256116000000,1715137316115000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1715137256116000000,1715137316115000000,0
FilePageCache.pageFastCacheHits,1715137256116000000,1715137316115000000,525
FilePageCache.maxCacheSizeInBytes,1715137256116000000,1715137316115000000,290488320
FilePageCacheLockFree.totalPagesReadMs,1715137256116000000,1715137316115000000,0
FilePageCache.pageHits,1715137256116000000,1715137316115000000,17
StreamlinedBlobStorage.recordsDeleted,1715137256116000000,1715137316115000000,0
StorageLockContext.competingThreads.avg,1715137256116000000,1715137316115000000,0.0
FilePageCacheLockFree.housekeeperTurnsSkipped,1715137256116000000,1715137316115000000,0
MappedFileStorage.storages,1715137256116000000,1715137316115000000,16
MappedFileStorage.totalPagesMapped,1715137256116000000,1715137316115000000,16
MappedFileStorage.totalBytesMapped,1715137256116000000,1715137316115000000,202637312
FilePageCache.maxRegisteredFiles,1715137256116000000,1715137316115000000,561
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1715137256116000000,1715137316115000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1715137256116000000,1715137316115000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1715137256116000000,1715137316115000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1715137256116000000,1715137316115000000,290488320
FilePageCacheLockFree.totalHeapBytesReclaimed,1715137256116000000,1715137316115000000,0
StorageLockContext.competingThreads.90P,1715137256116000000,1715137316115000000,0
writeAction.wait.ms,1715137256116000000,1715137316115000000,0
writeAction.count,1715137256116000000,1715137316115000000,1
